from_id,to_id,distance_km,travel_time_minutes
213,218,0.192,1.0
213,220,0.472,1.13
213,224,0.512,1.23
213,227,0.038,1.0
213,228,0.637,1.53
213,229,0.611,1.47
213,230,0.245,1.0
213,231,0.669,1.61
213,232,0.427,1.03
213,233,0.116,1.0
213,235,0.323,1.0
213,236,0.286,1.0
213,237,0.141,1.0
213,238,0.645,1.55
213,239,0.403,1.0
213,241,0.298,1.0
213,242,0.517,1.24
213,244,0.433,1.04
213,245,0.294,1.0
213,246,0.466,1.12
213,247,0.235,1.0
213,248,0.486,1.17
213,249,0.164,1.0
213,250,0.109,1.0
213,349,0.68,1.63
213,608,0.333,1.0
214,201,0.292,1.0
214,203,0.217,1.0
214,204,0.556,1.34
214,205,0.331,1.0
214,206,0.643,1.54
214,207,0.242,1.0
214,208,0.128,1.0
214,209,0.471,1.13
214,210,0.155,1.0
214,211,0.599,1.44
214,212,0.646,1.55
214,213,0.309,1.0
214,215,0.625,1.5
214,216,0.485,1.16
214,218,0.117,1.0
214,223,0.584,1.4
214,224,0.42,1.01
214,225,0.49,1.18
214,227,0.324,1.0
214,228,0.582,1.4
214,229,0.437,1.05
214,230,0.291,1.0
214,231,0.393,1.0
214,232,0.368,1.0
214,233,0.21,1.0
214,234,0.629,1.51
214,235,0.103,1.0
214,236,0.53,1.27
214,237,0.288,1.0
214,239,0.625,1.5
214,240,0.69,1.66
214,241,0.063,1.0
214,242,0.69,1.66
214,245,0.565,1.36
214,246,0.311,1.0
214,247,0.101,1.0
214,248,0.618,1.48
214,249,0.254,1.0
214,250,0.215,1.0
214,307,0.685,1.64
214,313,0.588,1.41
214,338,0.585,1.4
214,347,0.538,1.29
214,349,0.371,1.0
214,608,0.043,1.0
215,203,0.44,1.06
215,205,0.486,1.17
215,206,0.314,1.0
215,207,0.443,1.06
215,210,0.546,1.31
215,214,0.625,1.5
215,218,0.661,1.59
215,223,0.572,1.37
215,224,0.236,1.0
215,225,0.356,1.0
215,226,0.644,1.55
215,229,0.201,1.0
215,230,0.506,1.22
215,233,0.651,1.56
215,235,0.526,1.26
215,239,0.697,1.67
215,240,0.488,1.17
215,241,0.688,1.65
215,243,0.669,1.61
215,349,0.663,1.59
215,608,0.658,1.58
216,201,0.674,1.62
216,203,0.556,1.34
216,204,0.096,1.0
216,208,0.376,1.0
216,209,0.396,1.0
216,210,0.457,1.1
216,212,0.333,1.0
216,214,0.485,1.16
216,217,0.628,1.51
216,218,0.574,1.38
216,219,0.613,1.47
216,223,0.594,1.43
216,225,0.68,1.63
216,226,0.669,1.6
216,228,0.463,1.11
216,231,0.113,1.0
216,232,0.428,1.03
216,233,0.674,1.62
216,234,0.441,1.06
216,235,0.563,1.35
216,237,0.639,1.53
216,241,0.46,1.1
216,246,0.31,1.0
216,247,0.513,1.23
216,249,0.599,1.44
216,250,0.631,1.51
216,302,0.519,1.24
216,303,0.304,1.0
216,304,0.531,1.27
216,306,0.403,1.0
216,307,0.224,1.0
216,308,0.349,1.0
216,309,0.518,1.24
216,310,0.439,1.05
216,313,0.348,1.0
216,315,0.517,1.24
216,320,0.396,1.0
216,322,0.504,1.21
216,325,0.503,1.21
216,331,0.342,1.0
216,333,0.586,1.41
216,334,0.623,1.49
216,335,0.364,1.0
216,338,0.099,1.0
216,339,0.683,1.64
216,341,0.448,1.08
216,344,0.326,1.0
216,346,0.381,1.0
216,347,0.407,1.0
216,348,0.677,1.62
216,349,0.338,1.0
216,350,0.64,1.54
216,608,0.444,1.07
216,620,0.671,1.61
217,204,0.63,1.51
217,209,0.648,1.55
217,212,0.407,1.0
217,216,0.628,1.51
217,219,0.512,1.23
217,228,0.585,1.4
217,234,0.505,1.21
217,302,0.389,1.0
217,304,0.429,1.03
217,305,0.651,1.56
217,306,0.558,1.34
217,307,0.408,1.0
217,308,0.279,1.0
217,309,0.655,1.57
217,310,0.56,1.35
217,311,0.385,1.0
217,312,0.466,1.12
217,313,0.485,1.16
217,314,0.513,1.23
217,315,0.349,1.0
217,317,0.345,1.0
217,318,0.501,1.2
217,319,0.44,1.06
217,320,0.26,1.0
217,322,0.492,1.18
217,325,0.14,1.0
217,326,0.451,1.08
217,330,0.637,1.53
217,331,0.319,1.0
217,332,0.642,1.54
217,334,0.654,1.57
217,335,0.268,1.0
217,336,0.446,1.07
217,338,0.557,1.34
217,340,0.471,1.13
217,341,0.455,1.09
217,342,0.471,1.13
217,344,0.377,1.0
217,345,0.619,1.49
217,346,0.644,1.55
217,350,0.114,1.0
217,620,0.432,1.04
218,201,0.182,1.0
218,203,0.304,1.0
218,204,0.652,1.57
218,205,0.275,1.0
218,207,0.228,1.0
218,208,0.197,1.0
218,209,0.476,1.14
218,210,0.266,1.0
218,211,0.492,1.18
218,212,0.684,1.64
218,213,0.192,1.0
218,214,0.117,1.0
218,215,0.661,1.59
218,216,0.574,1.38
218,220,0.659,1.58
218,223,0.695,1.67
218,224,0.435,1.04
218,225,0.582,1.4
218,227,0.207,1.0
218,228,0.581,1.39
218,229,0.49,1.18
218,230,0.232,1.0
218,231,0.492,1.18
218,232,0.359,1.0
218,233,0.101,1.0
218,234,0.64,1.54
218,235,0.156,1.0
218,236,0.426,1.02
218,237,0.189,1.0
218,239,0.533,1.28
218,241,0.115,1.0
218,242,0.61,1.46
218,244,0.598,1.44
218,245,0.458,1.1
218,246,0.343,1.0
218,247,0.066,1.0
218,248,0.549,1.32
218,249,0.164,1.0
218,250,0.102,1.0
218,313,0.616,1.48
218,338,0.672,1.61
218,347,0.655,1.57
218,349,0.488,1.17
218,608,0.143,1.0
219,204,0.685,1.64
219,208,0.665,1.6
219,209,0.31,1.0
219,212,0.298,1.0
219,216,0.613,1.47
219,217,0.512,1.23
219,228,0.199,1.0
219,231,0.677,1.63
219,232,0.416,1.0
219,234,0.176,1.0
219,236,0.673,1.62
219,237,0.669,1.6
219,242,0.504,1.21
219,246,0.483,1.16
219,248,0.43,1.03
219,249,0.655,1.57
219,302,0.14,1.0
219,304,0.103,1.0
219,307,0.531,1.27
219,308,0.452,1.08
219,313,0.266,1.0
219,315,0.175,1.0
219,320,0.555,1.33
219,325,0.415,1.0
219,331,0.572,1.37
219,335,0.425,1.02
219,336,0.203,1.0
219,338,0.622,1.49
219,344,0.63,1.51
219,350,0.414,1.0
220,201,0.49,1.18
220,202,0.18,1.0
220,205,0.669,1.6
220,211,0.249,1.0
220,213,0.472,1.13
220,218,0.659,1.58
220,227,0.452,1.08
220,230,0.661,1.59
220,233,0.586,1.41
220,236,0.314,1.0
220,237,0.512,1.23
220,238,0.227,1.0
220,239,0.516,1.24
220,242,0.463,1.11
220,244,0.176,1.0
220,245,0.386,1.0
220,247,0.687,1.65
220,248,0.525,1.26
220,249,0.553,1.33
220,250,0.562,1.35
220,610,0.59,1.42
221,222,0.521,1.25
221,239,0.695,1.67
221,215,0.738,1.77
222,202,0.67,1.61
222,205,0.686,1.65
222,221,0.521,1.25
222,239,0.384,1.0
222,245,0.497,1.19
222,610,0.469,1.13
223,203,0.413,1.0
223,204,0.568,1.36
223,206,0.299,1.0
223,207,0.63,1.51
223,208,0.608,1.46
223,210,0.43,1.03
223,214,0.584,1.4
223,215,0.572,1.37
223,216,0.594,1.43
223,218,0.695,1.67
223,224,0.588,1.41
223,225,0.223,1.0
223,226,0.121,1.0
223,229,0.442,1.06
223,231,0.504,1.21
223,235,0.556,1.33
223,240,0.179,1.0
223,241,0.626,1.5
223,243,0.465,1.11
223,247,0.683,1.64
223,303,0.522,1.25
223,333,0.673,1.62
223,338,0.643,1.54
223,339,0.355,1.0
223,346,0.659,1.58
223,347,0.202,1.0
223,349,0.281,1.0
223,608,0.581,1.39
224,201,0.573,1.37
224,203,0.285,1.0
224,205,0.253,1.0
224,206,0.432,1.04
224,207,0.21,1.0
224,208,0.544,1.31
224,210,0.384,1.0
224,213,0.512,1.23
224,214,0.42,1.01
224,215,0.236,1.0
224,218,0.435,1.04
224,223,0.588,1.41
224,225,0.374,1.0
224,226,0.69,1.66
224,227,0.548,1.32
224,229,0.156,1.0
224,230,0.271,1.0
224,233,0.416,1.0
224,235,0.317,1.0
224,237,0.6,1.44
224,239,0.513,1.23
224,240,0.576,1.38
224,241,0.48,1.15
224,245,0.563,1.35
224,247,0.483,1.16
224,249,0.589,1.41
224,250,0.503,1.21
224,347,0.68,1.63
224,349,0.57,1.37
224,608,0.458,1.1
225,203,0.278,1.0
225,204,0.684,1.64
225,205,0.566,1.36
225,206,0.163,1.0
225,207,0.457,1.1
225,208,0.559,1.34
225,210,0.347,1.0
225,214,0.49,1.18
225,215,0.356,1.0
225,216,0.68,1.63
225,218,0.582,1.4
225,223,0.223,1.0
225,224,0.374,1.0
225,226,0.317,1.0
225,229,0.222,1.0
225,230,0.559,1.34
225,231,0.572,1.37
225,233,0.628,1.51
225,235,0.427,1.03
225,240,0.218,1.0
225,241,0.546,1.31
225,243,0.517,1.24
225,247,0.591,1.42
225,250,0.681,1.64
225,303,0.695,1.67
225,339,0.575,1.38
225,347,0.371,1.0
225,349,0.343,1.0
225,608,0.503,1.21
226,203,0.532,1.28
226,204,0.628,1.51
226,206,0.342,1.0
226,210,0.55,1.32
226,215,0.644,1.55
226,216,0.669,1.6
226,223,0.121,1.0
226,224,0.69,1.66
226,225,0.317,1.0
226,229,0.539,1.29
226,231,0.59,1.42
226,235,0.676,1.62
226,240,0.175,1.0
226,243,0.384,1.0
226,303,0.542,1.3
226,333,0.641,1.54
226,339,0.266,1.0
226,346,0.668,1.6
226,347,0.262,1.0
226,348,0.696,1.67
226,349,0.383,1.0
226,608,0.699,1.68
227,201,0.07,1.0
227,202,0.61,1.46
227,203,0.498,1.2
227,205,0.312,1.0
227,207,0.347,1.0
227,208,0.373,1.0
227,209,0.527,1.27
227,210,0.472,1.13
227,211,0.304,1.0
227,213,0.038,1.0
227,214,0.324,1.0
227,218,0.207,1.0
227,220,0.452,1.08
227,224,0.548,1.32
227,228,0.611,1.47
227,229,0.645,1.55
227,230,0.282,1.0
227,231,0.67,1.61
227,232,0.406,1.0
227,233,0.145,1.0
227,234,0.684,1.64
227,235,0.348,1.0
227,236,0.25,1.0
227,237,0.116,1.0
227,238,0.617,1.48
227,239,0.428,1.03
227,241,0.305,1.0
227,242,0.48,1.15
227,244,0.402,1.0
227,245,0.31,1.0
227,246,0.454,1.09
227,247,0.241,1.0
227,248,0.449,1.08
227,249,0.146,1.0
227,250,0.113,1.0
227,313,0.689,1.65
227,349,0.694,1.67
227,608,0.343,1.0
228,201,0.542,1.3
228,204,0.548,1.31
228,208,0.466,1.12
228,209,0.111,1.0
228,210,0.674,1.62
228,211,0.612,1.47
228,212,0.224,1.0
228,213,0.637,1.53
228,214,0.582,1.4
228,216,0.463,1.11
228,217,0.585,1.4
228,218,0.581,1.39
228,219,0.199,1.0
228,227,0.611,1.47
228,231,0.507,1.22
228,232,0.223,1.0
228,233,0.648,1.55
228,234,0.08,1.0
228,235,0.684,1.64
228,236,0.554,1.33
228,237,0.496,1.19
228,241,0.52,1.25
228,242,0.456,1.09
228,244,0.697,1.67
228,246,0.285,1.0
228,247,0.522,1.25
228,248,0.36,1.0
228,249,0.476,1.14
228,250,0.559,1.34
228,302,0.216,1.0
228,304,0.187,1.0
228,307,0.448,1.08
228,308,0.422,1.01
228,313,0.145,1.0
228,315,0.25,1.0
228,320,0.534,1.28
228,325,0.456,1.09
228,331,0.529,1.27
228,335,0.402,1.0
228,336,0.396,1.0
228,338,0.497,1.19
228,344,0.574,1.38
228,350,0.513,1.23
228,608,0.547,1.31
229,201,0.655,1.57
229,203,0.24,1.0
229,205,0.384,1.0
229,206,0.282,1.0
229,207,0.299,1.0
229,208,0.545,1.31
229,210,0.346,1.0
229,213,0.611,1.47
229,214,0.437,1.05
229,215,0.201,1.0
229,218,0.49,1.18
229,223,0.442,1.06
229,224,0.156,1.0
229,225,0.222,1.0
229,226,0.539,1.29
229,227,0.645,1.55
229,230,0.389,1.0
229,231,0.667,1.6
229,233,0.502,1.21
229,235,0.343,1.0
229,237,0.674,1.62
229,239,0.667,1.6
229,240,0.42,1.01
229,241,0.5,1.2
229,243,0.679,1.63
229,247,0.523,1.26
229,249,0.654,1.57
229,250,0.577,1.39
229,347,0.558,1.34
229,349,0.474,1.14
229,608,0.467,1.12
230,201,0.317,1.0
230,203,0.327,1.0
230,205,0.043,1.0
230,206,0.666,1.6
230,207,0.104,1.0
230,208,0.411,1.0
230,210,0.364,1.0
230,211,0.575,1.38
230,213,0.245,1.0
230,214,0.291,1.0
230,215,0.506,1.22
230,218,0.232,1.0
230,220,0.661,1.59
230,224,0.271,1.0
230,225,0.559,1.34
230,227,0.282,1.0
230,229,0.389,1.0
230,231,0.679,1.63
230,232,0.587,1.41
230,233,0.168,1.0
230,235,0.222,1.0
230,236,0.529,1.27
230,237,0.352,1.0
230,239,0.352,1.0
230,241,0.328,1.0
230,244,0.661,1.59
230,245,0.338,1.0
230,246,0.574,1.38
230,247,0.297,1.0
230,249,0.351,1.0
230,250,0.261,1.0
230,349,0.605,1.45
230,608,0.332,1.0
231,201,0.613,1.47
231,203,0.445,1.07
231,204,0.164,1.0
231,207,0.611,1.47
231,208,0.299,1.0
231,209,0.42,1.01
231,210,0.348,1.0
231,212,0.419,1.01
231,213,0.669,1.61
231,214,0.393,1.0
231,216,0.113,1.0
231,218,0.492,1.18
231,219,0.677,1.63
231,223,0.504,1.21
231,225,0.572,1.37
231,226,0.59,1.42
231,227,0.67,1.61
231,228,0.507,1.22
231,229,0.667,1.6
231,230,0.679,1.63
231,232,0.419,1.01
231,233,0.592,1.42
231,234,0.502,1.2
231,235,0.462,1.11
231,237,0.584,1.4
231,240,0.676,1.62
231,241,0.377,1.0
231,246,0.29,1.0
231,247,0.436,1.05
231,249,0.543,1.3
231,250,0.56,1.34
231,302,0.599,1.44
231,303,0.334,1.0
231,304,0.605,1.45
231,306,0.483,1.16
231,307,0.337,1.0
231,308,0.459,1.1
231,309,0.585,1.4
231,310,0.519,1.25
231,313,0.414,1.0
231,315,0.603,1.45
231,320,0.509,1.22
231,322,0.596,1.43
231,325,0.611,1.47
231,331,0.454,1.09
231,333,0.622,1.49
231,334,0.697,1.67
231,335,0.473,1.13
231,338,0.204,1.0
231,339,0.644,1.55
231,341,0.544,1.3
231,344,0.434,1.04
231,346,0.441,1.06
231,347,0.333,1.0
231,349,0.235,1.0
231,608,0.355,1.0
232,201,0.335,1.0
232,203,0.573,1.38
232,204,0.524,1.26
232,205,0.629,1.51
232,207,0.584,1.4
232,208,0.266,1.0
232,209,0.123,1.0
232,210,0.48,1.15
232,211,0.489,1.17
232,212,0.364,1.0
232,213,0.427,1.03
232,214,0.368,1.0
232,216,0.428,1.03
232,218,0.359,1.0
232,219,0.416,1.0
232,227,0.406,1.0
232,228,0.223,1.0
232,230,0.587,1.41
232,231,0.419,1.01
232,233,0.427,1.02
232,234,0.286,1.0
232,235,0.468,1.12
232,236,0.418,1.0
232,237,0.29,1.0
232,241,0.306,1.0
232,242,0.431,1.03
232,244,0.592,1.42
232,246,0.13,1.0
232,247,0.301,1.0
232,248,0.334,1.0
232,249,0.263,1.0
232,250,0.341,1.0
232,302,0.431,1.03
232,304,0.408,1.0
232,307,0.519,1.25
232,308,0.549,1.32
232,313,0.283,1.0
232,315,0.462,1.11
232,320,0.654,1.57
232,325,0.63,1.51
232,331,0.63,1.51
232,335,0.539,1.29
232,336,0.617,1.48
232,338,0.501,1.2
232,344,0.656,1.57
232,349,0.576,1.38
232,608,0.338,1.0
233,201,0.156,1.0
233,203,0.357,1.0
233,205,0.208,1.0
233,207,0.209,1.0
233,208,0.298,1.0
233,209,0.549,1.32
233,210,0.343,1.0
233,211,0.448,1.07
233,213,0.116,1.0
233,214,0.21,1.0
233,215,0.651,1.56
233,216,0.674,1.62
233,218,0.101,1.0
233,220,0.586,1.41
233,224,0.416,1.0
233,225,0.628,1.51
233,227,0.145,1.0
233,228,0.648,1.55
233,229,0.502,1.21
233,230,0.168,1.0
233,231,0.592,1.42
233,232,0.427,1.02
233,235,0.208,1.0
233,236,0.391,1.0
233,237,0.186,1.0
233,239,0.434,1.04
233,241,0.215,1.0
233,242,0.605,1.45
233,244,0.547,1.31
233,245,0.358,1.0
233,246,0.432,1.04
233,247,0.162,1.0
233,248,0.559,1.34
233,249,0.183,1.0
233,250,0.093,1.0
233,313,0.698,1.67
233,349,0.577,1.38
233,608,0.241,1.0
234,201,0.615,1.48
234,204,0.518,1.24
234,208,0.508,1.22
234,209,0.164,1.0
234,211,0.692,1.66
234,212,0.157,1.0
234,214,0.629,1.51
234,216,0.441,1.06
234,217,0.505,1.21
234,218,0.64,1.54
234,219,0.176,1.0
234,227,0.684,1.64
234,228,0.08,1.0
234,231,0.502,1.2
234,232,0.286,1.0
234,236,0.634,1.52
234,237,0.569,1.37
234,241,0.57,1.37
234,242,0.529,1.27
234,246,0.322,1.0
234,247,0.579,1.39
234,248,0.435,1.04
234,249,0.546,1.31
234,250,0.627,1.5
234,302,0.145,1.0
234,304,0.126,1.0
234,307,0.392,1.0
234,308,0.35,1.0
234,313,0.096,1.0
234,315,0.176,1.0
234,320,0.462,1.11
234,325,0.376,1.0
234,331,0.462,1.11
234,335,0.328,1.0
234,336,0.354,1.0
234,338,0.46,1.1
234,341,0.679,1.63
234,344,0.511,1.23
234,350,0.435,1.04
234,608,0.592,1.42
235,201,0.335,1.0
235,203,0.151,1.0
235,204,0.626,1.5
235,205,0.257,1.0
235,206,0.57,1.37
235,207,0.15,1.0
235,208,0.228,1.0
235,209,0.573,1.38
235,210,0.146,1.0
235,211,0.644,1.54
235,213,0.323,1.0
235,214,0.103,1.0
235,215,0.526,1.26
235,216,0.563,1.35
235,218,0.156,1.0
235,223,0.556,1.33
235,224,0.317,1.0
235,225,0.427,1.03
235,226,0.676,1.62
235,227,0.348,1.0
235,228,0.684,1.64
235,229,0.343,1.0
235,230,0.222,1.0
235,231,0.462,1.11
235,232,0.468,1.12
235,233,0.208,1.0
235,236,0.58,1.39
235,237,0.344,1.0
235,239,0.573,1.37
235,240,0.638,1.53
235,241,0.163,1.0
235,245,0.536,1.29
235,246,0.413,1.0
235,247,0.18,1.0
235,248,0.699,1.68
235,249,0.318,1.0
235,250,0.254,1.0
235,313,0.69,1.66
235,338,0.662,1.59
235,347,0.546,1.31
235,349,0.388,1.0
235,608,0.142,1.0
236,201,0.244,1.0
236,202,0.494,1.19
236,205,0.556,1.33
236,207,0.597,1.43
236,208,0.529,1.27
236,209,0.511,1.23
236,210,0.685,1.64
236,211,0.075,1.0
236,213,0.286,1.0
236,214,0.53,1.27
236,218,0.426,1.02
236,219,0.673,1.62
236,220,0.314,1.0
236,227,0.25,1.0
236,228,0.554,1.33
236,230,0.529,1.27
236,232,0.418,1.0
236,233,0.391,1.0
236,234,0.634,1.52
236,235,0.58,1.39
236,237,0.242,1.0
236,238,0.405,1.0
236,239,0.576,1.38
236,241,0.49,1.18
236,242,0.253,1.0
236,244,0.185,1.0
236,245,0.428,1.03
236,246,0.523,1.25
236,247,0.43,1.03
236,248,0.262,1.0
236,249,0.279,1.0
236,250,0.325,1.0
236,313,0.673,1.62
236,608,0.534,1.28
237,201,0.046,1.0
237,202,0.682,1.64
237,203,0.492,1.18
237,205,0.389,1.0
237,207,0.391,1.0
237,208,0.297,1.0
237,209,0.411,1.0
237,210,0.442,1.06
237,211,0.313,1.0
237,212,0.653,1.57
237,213,0.141,1.0
237,214,0.288,1.0
237,216,0.639,1.53
237,218,0.189,1.0
237,219,0.669,1.6
237,220,0.512,1.23
237,224,0.6,1.44
237,227,0.116,1.0
237,228,0.496,1.19
237,229,0.674,1.62
237,230,0.352,1.0
237,231,0.584,1.4
237,232,0.29,1.0
237,233,0.186,1.0
237,234,0.569,1.37
237,235,0.344,1.0
237,236,0.242,1.0
237,238,0.643,1.54
237,239,0.543,1.3
237,241,0.249,1.0
237,242,0.425,1.02
237,244,0.423,1.01
237,245,0.425,1.02
237,246,0.346,1.0
237,247,0.188,1.0
237,248,0.374,1.0
237,249,0.041,1.0
237,250,0.097,1.0
237,304,0.683,1.64
237,313,0.573,1.38
237,349,0.641,1.54
237,608,0.293,1.0
238,201,0.636,1.53
238,202,0.28,1.0
238,211,0.331,1.0
238,213,0.645,1.55
238,220,0.227,1.0
238,227,0.617,1.48
238,236,0.405,1.0
238,237,0.643,1.54
238,242,0.418,1.0
238,244,0.221,1.0
238,245,0.611,1.47
238,248,0.509,1.22
238,249,0.681,1.64
239,201,0.497,1.19
239,202,0.56,1.34
239,203,0.674,1.62
239,205,0.325,1.0
239,207,0.448,1.08
239,211,0.578,1.39
239,213,0.403,1.0
239,214,0.625,1.5
239,215,0.697,1.67
239,218,0.533,1.28
239,220,0.516,1.24
239,221,0.695,1.67
239,222,0.384,1.0
239,224,0.513,1.23
239,227,0.428,1.03
239,229,0.667,1.6
239,230,0.352,1.0
239,233,0.434,1.04
239,235,0.573,1.37
239,236,0.576,1.38
239,237,0.543,1.3
239,241,0.646,1.55
239,244,0.611,1.47
239,245,0.15,1.0
239,247,0.596,1.43
239,249,0.568,1.36
239,250,0.498,1.2
239,608,0.663,1.59
239,610,0.64,1.54
240,203,0.487,1.17
240,206,0.176,1.0
240,207,0.675,1.62
240,210,0.538,1.29
240,214,0.69,1.66
240,215,0.488,1.17
240,223,0.179,1.0
240,224,0.576,1.38
240,225,0.218,1.0
240,226,0.175,1.0
240,229,0.42,1.01
240,231,0.676,1.62
240,235,0.638,1.53
240,243,0.313,1.0
240,303,0.694,1.67
240,339,0.434,1.04
240,347,0.381,1.0
240,349,0.445,1.07
240,608,0.696,1.67
241,201,0.261,1.0
241,203,0.277,1.0
241,204,0.538,1.29
241,205,0.369,1.0
241,207,0.293,1.0
241,208,0.085,1.0
241,209,0.41,1.0
241,210,0.203,1.0
241,211,0.561,1.35
241,212,0.593,1.42
241,213,0.298,1.0
241,214,0.063,1.0
241,215,0.688,1.65
241,216,0.46,1.1
241,218,0.115,1.0
241,223,0.626,1.5
241,224,0.48,1.15
241,225,0.546,1.31
241,227,0.305,1.0
241,228,0.52,1.25
241,229,0.5,1.2
241,230,0.328,1.0
241,231,0.377,1.0
241,232,0.306,1.0
241,233,0.215,1.0
241,234,0.57,1.37
241,235,0.163,1.0
241,236,0.49,1.18
241,237,0.249,1.0
241,239,0.646,1.55
241,242,0.636,1.53
241,244,0.671,1.61
241,245,0.572,1.37
241,246,0.255,1.0
241,247,0.064,1.0
241,248,0.561,1.35
241,249,0.211,1.0
241,250,0.193,1.0
241,304,0.696,1.67
241,307,0.649,1.56
241,313,0.533,1.28
241,338,0.558,1.34
241,347,0.562,1.35
241,349,0.394,1.0
241,608,0.045,1.0
242,201,0.449,1.08
242,202,0.626,1.5
242,208,0.644,1.55
242,209,0.467,1.12
242,211,0.256,1.0
242,212,0.68,1.63
242,213,0.517,1.24
242,214,0.69,1.66
242,218,0.61,1.46
242,219,0.504,1.21
242,220,0.463,1.11
242,227,0.48,1.15
242,228,0.456,1.09
242,232,0.431,1.03
242,233,0.605,1.45
242,234,0.529,1.27
242,236,0.253,1.0
242,237,0.425,1.02
242,238,0.418,1.0
242,241,0.636,1.53
242,244,0.287,1.0
242,245,0.678,1.63
242,246,0.561,1.35
242,247,0.59,1.42
242,248,0.101,1.0
242,249,0.445,1.07
242,250,0.522,1.25
242,302,0.62,1.49
242,304,0.58,1.39
242,313,0.599,1.44
242,315,0.66,1.58
242,336,0.662,1.59
242,608,0.68,1.63
243,206,0.398,1.0
243,215,0.669,1.61
243,223,0.465,1.11
243,225,0.517,1.24
243,226,0.384,1.0
243,229,0.679,1.63
243,240,0.313,1.0
243,339,0.522,1.25
243,347,0.645,1.55
244,201,0.416,1.0
244,202,0.345,1.0
244,205,0.68,1.63
244,209,0.673,1.61
244,211,0.111,1.0
244,213,0.433,1.04
244,218,0.598,1.44
244,220,0.176,1.0
244,227,0.402,1.0
244,228,0.697,1.67
244,230,0.661,1.59
244,232,0.592,1.42
244,233,0.547,1.31
244,236,0.185,1.0
244,237,0.423,1.01
244,238,0.221,1.0
244,239,0.611,1.47
244,241,0.671,1.61
244,242,0.287,1.0
244,245,0.464,1.11
244,247,0.61,1.46
244,248,0.352,1.0
244,249,0.461,1.11
244,250,0.496,1.19
245,201,0.38,1.0
245,202,0.464,1.11
245,203,0.661,1.59
245,205,0.328,1.0
245,207,0.442,1.06
245,208,0.653,1.57
245,210,0.682,1.64
245,211,0.428,1.03
245,213,0.294,1.0
245,214,0.565,1.36
245,218,0.458,1.1
245,220,0.386,1.0
245,222,0.497,1.19
245,224,0.563,1.35
245,227,0.31,1.0
245,230,0.338,1.0
245,233,0.358,1.0
245,235,0.536,1.29
245,236,0.428,1.03
245,237,0.425,1.02
245,238,0.611,1.47
245,239,0.15,1.0
245,241,0.572,1.37
245,242,0.678,1.63
245,244,0.464,1.11
245,247,0.515,1.24
245,248,0.686,1.65
245,249,0.455,1.09
245,250,0.4,1.0
245,608,0.598,1.44
245,610,0.645,1.55
246,201,0.386,1.0
246,203,0.49,1.18
246,204,0.405,1.0
246,205,0.617,1.48
246,207,0.548,1.31
246,208,0.186,1.0
246,209,0.175,1.0
246,210,0.389,1.0
246,211,0.596,1.43
246,212,0.341,1.0
246,213,0.466,1.12
246,214,0.311,1.0
246,216,0.31,1.0
246,218,0.343,1.0
246,219,0.483,1.16
246,227,0.454,1.09
246,228,0.285,1.0
246,230,0.574,1.38
246,231,0.29,1.0
246,232,0.13,1.0
246,233,0.432,1.04
246,234,0.322,1.0
246,235,0.413,1.0
246,236,0.523,1.25
246,237,0.346,1.0
246,241,0.255,1.0
246,242,0.561,1.35
246,247,0.278,1.0
246,248,0.464,1.11
246,249,0.309,1.0
246,250,0.363,1.0
246,302,0.46,1.1
246,303,0.608,1.46
246,304,0.448,1.07
246,307,0.438,1.05
246,308,0.496,1.19
246,313,0.278,1.0
246,315,0.483,1.16
246,320,0.592,1.42
246,325,0.605,1.45
246,331,0.558,1.34
246,335,0.493,1.18
246,336,0.674,1.62
246,338,0.392,1.0
246,344,0.573,1.38
246,346,0.69,1.65
246,347,0.597,1.43
246,349,0.452,1.08
246,608,0.272,1.0
247,201,0.198,1.0
247,203,0.315,1.0
247,204,0.595,1.43
247,205,0.34,1.0
247,207,0.283,1.0
247,208,0.138,1.0
247,209,0.415,1.0
247,210,0.255,1.0
247,211,0.501,1.2
247,212,0.618,1.48
247,213,0.235,1.0
247,214,0.101,1.0
247,216,0.513,1.23
247,218,0.066,1.0
247,220,0.687,1.65
247,223,0.683,1.64
247,224,0.483,1.16
247,225,0.591,1.42
247,227,0.241,1.0
247,228,0.522,1.25
247,229,0.523,1.26
247,230,0.297,1.0
247,231,0.436,1.05
247,232,0.301,1.0
247,233,0.162,1.0
247,234,0.579,1.39
247,235,0.18,1.0
247,236,0.43,1.03
247,237,0.188,1.0
247,239,0.596,1.43
247,241,0.064,1.0
247,242,0.59,1.42
247,244,0.61,1.46
247,245,0.515,1.24
247,246,0.278,1.0
247,248,0.521,1.25
247,249,0.153,1.0
247,250,0.128,1.0
247,307,0.693,1.66
247,313,0.552,1.32
247,338,0.611,1.47
247,347,0.625,1.5
247,349,0.457,1.1
247,608,0.106,1.0
248,201,0.405,1.0
248,202,0.697,1.67
248,208,0.56,1.34
248,209,0.367,1.0
248,211,0.292,1.0
248,212,0.584,1.4
248,213,0.486,1.17
248,214,0.618,1.48
248,218,0.549,1.32
248,219,0.43,1.03
248,220,0.525,1.26
248,227,0.449,1.08
248,228,0.36,1.0
248,232,0.334,1.0
248,233,0.559,1.34
248,234,0.435,1.04
248,235,0.699,1.68
248,236,0.262,1.0
248,237,0.374,1.0
248,238,0.509,1.22
248,241,0.561,1.35
248,242,0.101,1.0
